team,player,player_id,player_score,reason
Atlanta Hawks,Onyeka Okongwu,1630168,123.548,No adjustments
Atlanta Hawks,Garrison Mathews,1629726,112.601,No adjustments
Atlanta Hawks,Bogdan Bogdanović,203992,111.897,No adjustments
Atlanta Hawks,Dominick Barlow,1631230,110.588,Neutral: Not directly referenced in the title. (0)
Atlanta Hawks,Zaccharie Risacher,1642258,109.325,No adjustments
Atlanta Hawks,Dyson Daniels,1630700,108.353,Neutral: Not directly referenced in the title. (0)
Atlanta Hawks,Mouhamed Gueye,1631243,107.61,Neutral: Not directly referenced in the title. (0)
Atlanta Hawks,Keaton Wallace,1630811,99.669,No adjustments
Atlanta Hawks,Vít Krejčí,1630249,97.501,No adjustments
Atlanta Hawks,David Roddy,1631223,92.397,No adjustments
Atlanta Hawks,Larry Nance Jr.,1626204,67.249,No adjustments
Atlanta Hawks,Clint Capela,203991,0.0,"INJURED: Status: Out. Feb 6: Capela (personal) is out for Friday's game against the Bucks, Brad Rowland of the Locked On Podcast Network reports."
Atlanta Hawks,Daeqwon Plowden,1631342,0.0,INJURED: Status: Out. Feb 6: The Hawks transferred Ploweden from the G League's College Park Skyhawks on Friday.
Atlanta Hawks,De'Andre Hunter,1629631,0.0,"INJURED: Status: Day-To-Day. Feb 6: The Hawks traded Hunter to the Cavaliers in exchange for Caris LeVert, Georges Niang, three second-round picks and two picks swaps Thursday, Shams Charania of ESPN reports."
Atlanta Hawks,Jalen Johnson,1630552,0.0,"INJURED: Status: Out. Jan 29: Johnson has suffered a torn labrum in his left shoulder and will miss the rest of the 2024-25 season, NBA reporter Chris Haynes announced Wednesday."
Atlanta Hawks,Kobe Bufkin,1641723,0.0,"INJURED: Status: Out. Dec 18: Bufkin will miss the remainder of the 2024-25 season as he undergoes surgery to address his right shoulder instability, Michael Scotto of USA Today reports."
Atlanta Hawks,Trae Young,1629027,0.0,"INJURED: Status: Day-To-Day. Feb 6: Young (Achilles) is listed as probable for Friday's game versus the Bucks, Brad Rowland of the Locked On Podcast Network reports."
Brooklyn Nets,De'Anthony Melton,1629001,193.244,No adjustments
Brooklyn Nets,D'Angelo Russell,1626156,134.094,No adjustments
Brooklyn Nets,Day'Ron Sharpe,1630549,124.082,No adjustments
Brooklyn Nets,Dariq Whitehead,1641727,113.382,No adjustments
Brooklyn Nets,Tosan Evbuomwan,1641787,109.489,No adjustments
Brooklyn Nets,Ben Simmons,1627732,106.838,"Neutral: Mentioned in the title, but no sentiment is implied. (0)"
Brooklyn Nets,Reece Beekman,1641736,104.74,No adjustments
Brooklyn Nets,Cui Yongxi,1642385,103.099,No adjustments
Brooklyn Nets,Trendon Watford,1630570,97.695,No adjustments
Brooklyn Nets,Jaylen Martin,1641798,88.99,No adjustments
Brooklyn Nets,Cameron Johnson,1629661,85.721,No adjustments
Brooklyn Nets,Jalen Wilson,1630592,82.369,No adjustments
Brooklyn Nets,Ziaire Williams,1630533,71.043,No adjustments
Brooklyn Nets,Keon Johnson,1630553,65.725,No adjustments
Brooklyn Nets,Tyrese Martin,1631213,54.06,No adjustments
Brooklyn Nets,Nic Claxton,1629651,41.939,Neutral: Not directly referenced in the title. (0)
Brooklyn Nets,Cam Thomas,1630560,0.0,INJURED: Status: Out. Jan 31: The Nets announced Friday that Thomas (hamstring) had a follow-up MRI that revealed appropriate healing. He will continue to progress with individual on-court workouts and is expected to return shortly after the All-Star break.
Brooklyn Nets,Maxwell Lewis,1641721,0.0,"INJURED: Status: Out. Jan 3: The Nets announced Friday that Lewis has suffered a fractured left tibia and his return timetable is to be determined, Erik Slater of ClutchPoints.com reports."
Brooklyn Nets,Noah Clowney,1641730,0.0,INJURED: Status: Out. Jan 31: The Nets announced Friday that Clowney will likely remain out through the All-Star break due to a left ankle sprain.
Boston Celtics,Drew Peterson,1641809,204.971,No adjustments
Boston Celtics,Jayson Tatum,1628369,193.459,No adjustments
Boston Celtics,Derrick White,1628401,192.995,No adjustments
Boston Celtics,Payton Pritchard,1630202,191.899,No adjustments
Boston Celtics,Luke Kornet,1628436,191.612,No adjustments
Boston Celtics,Jaylen Brown,1627759,186.738,Neutral: Not directly referenced in the title. (0)
Boston Celtics,Al Horford,201143,185.756,No adjustments
Boston Celtics,Sam Hauser,1630573,184.184,Neutral: Not directly referenced in the title. (0)
Boston Celtics,Neemias Queta,1629674,176.555,No adjustments
Boston Celtics,Jordan Walsh,1641775,170.078,No adjustments
Boston Celtics,Kristaps Porziņģis,204001,148.729,No adjustments
Boston Celtics,Xavier Tillman,1630214,139.37,No adjustments
Boston Celtics,Baylor Scheierman,1631248,80.393,No adjustments
Boston Celtics,Jrue Holiday,201950,0.0,"INJURED: Status: Out. Feb 6: Holiday is out for Thursday's game versus the Mavericks, Taylor Snow of the Celtics' official site reports."
Boston Celtics,JD Davison,1631120,-66.536,Neutral: Not directly referenced in the title. (0)
Charlotte Hornets,Jared Rhoden,1631197,182.084,No adjustments
Charlotte Hornets,Moussa Diabaté,1631217,149.677,No adjustments
Charlotte Hornets,Josh Okogie,1629006,143.569,No adjustments
Charlotte Hornets,Grant Williams,1629684,137.369,No adjustments
Charlotte Hornets,Isaiah Wong,1631209,122.122,No adjustments
Charlotte Hornets,LaMelo Ball,1630163,116.166,Neutral: Not directly referenced in the title. (0)
Charlotte Hornets,Cody Martin,1628998,113.182,No adjustments
Charlotte Hornets,Miles Bridges,1628970,110.841,"Positive: Acquired in a trade, typically considered a positive sentiment (+10) | Neutral: Not directly referenced in the title. (0)"
Charlotte Hornets,Seth Curry,203552,109.934,Neutral: Not directly referenced in the title. (0)
Charlotte Hornets,DaQuan Jeffries,1629610,105.212,No adjustments
Charlotte Hornets,Brandon Miller,1641706,87.278,No adjustments
Charlotte Hornets,Vasilije Micić,203995,78.336,No adjustments
Charlotte Hornets,Josh Green,1630182,77.232,Neutral: Not directly referenced in the title. (0)
Charlotte Hornets,Tre Mann,1630544,75.115,No adjustments
Charlotte Hornets,Nick Smith Jr.,1641733,71.11,No adjustments
Charlotte Hornets,KJ Simpson,1642354,67.834,No adjustments
Charlotte Hornets,Tidjane Salaün,1642275,64.74,No adjustments
Charlotte Hornets,Taj Gibson,201959,52.181,No adjustments
Charlotte Hornets,Mark Williams,1631109,0.0,"INJURED: Status: Out. Feb 6: The Hornets traded Williams to the Lakers on Wednesday for Dalton Knecht, Cam Reddish, a first-round pick and a pick swap, Shams Charania of ESPN reports."
Chicago Bulls,Jevon Carter,1628975,157.044,Neutral: Not directly referenced in the title. (0)
Chicago Bulls,E.J. Liddell,1630604,155.368,No adjustments
Chicago Bulls,Chris Duarte,1630537,127.794,Neutral: Not directly referenced in the title. (0)
Chicago Bulls,Matas Buzelis,1641824,121.671,No adjustments
Chicago Bulls,Jalen Smith,1630188,110.778,No adjustments
Chicago Bulls,Nikola Vučević,202696,109.847,No adjustments
Chicago Bulls,Julian Phillips,1641763,105.64,No adjustments
Chicago Bulls,Josh Giddey,1630581,99.479,Neutral: Not directly referenced in the title. (0)
Chicago Bulls,Coby White,1629632,94.797,No adjustments
Chicago Bulls,Ayo Dosunmu,1630245,86.185,Neutral: Not directly referenced in the title. (0)
Chicago Bulls,Patrick Williams,1630172,85.011,No adjustments
Chicago Bulls,Torrey Craig,1628470,83.023,Neutral: Not directly referenced in the title. (0)
Chicago Bulls,Adama Sanogo,1641766,0.0,INJURED: Status: Day-To-Day. Feb 6: Sanogo (knee) will not play Wednesday against the Timberwolves.
Chicago Bulls,Dalen Terry,1631207,0.0,"INJURED: Status: Day-To-Day. Feb 6: Updating a previous report, Terry (knee) has now been ruled out for Wednesday's game against the Timberwolves, Julia Poe of the Chicago Tribune reports."
Chicago Bulls,Kevin Huerter,1628989,0.0,"INJURED: Status: Day-To-Day. Feb 6: Huerter (recently traded) won't be available for the Bulls until Saturday's game versus the Warriors at the earliest, Cody Westerlund of 670TheScore.com reports."
Chicago Bulls,Lonzo Ball,1628366,0.0,"INJURED: Status: Day-To-Day. Feb 6: Ball has reportedly signed a two-year, $20 million contract extension with the Bulls on Wednesday,Shams Charania of ESPN reports."
Chicago Bulls,Talen Horton-Tucker,1629659,0.0,INJURED: Status: Out. Feb 5: Horton-Tucker (leg) will not play Wednesday against the Timberwolves.
Chicago Bulls,Tre Jones,1630200,0.0,"INJURED: Status: Day-To-Day. Feb 6: Head coach Billy Donovan said Tuesday that Jones (recently traded) won't play until Saturday's game against Golden State at the earliest, Cody Westerlund of 670TheScore.com reports."
Chicago Bulls,Zach Collins,1628380,0.0,"INJURED: Status: Day-To-Day. Feb 6: Head coach Billy Donovan said Tuesday that Collins (not injury related), Tre Jones and Kevin Huerter will not play until Saturday against the Warriors at the earliest, Cody Westerlund of 670TheScore.com reports."
Cleveland Cavaliers,Evan Mobley,1630596,217.786,No adjustments
Cleveland Cavaliers,Jarrett Allen,1628386,204.605,Neutral: Not directly referenced in the title. (0)
Cleveland Cavaliers,Darius Garland,1629636,202.172,Neutral: Not directly referenced in the title. (0)
Cleveland Cavaliers,Ty Jerome,1629660,184.315,No adjustments
Cleveland Cavaliers,Max Strus,1629622,182.23,No adjustments
Cleveland Cavaliers,Craig Porter Jr.,1641854,123.366,No adjustments
Cleveland Cavaliers,Jaylon Tyson,1642281,121.459,No adjustments
Cleveland Cavaliers,Tristan Thompson,202684,99.065,No adjustments
Cleveland Cavaliers,Emoni Bates,1641734,60.698,Neutral: Not directly referenced in the title. (0)
Cleveland Cavaliers,JT Thor,1630550,1.221,No adjustments
Cleveland Cavaliers,Caris LeVert,1627747,0.0,"INJURED: Status: Day-To-Day. Feb 6: The Cavaliers traded LeVert, Georges Niang, three second-round picks and two swaps for De'Andre Hunter on Thursday, ESPN's Shams Charania reports."
Cleveland Cavaliers,Dean Wade,1629731,0.0,"INJURED: Status: Out. Jan 28: Wade was diagnosed with a bone bruise in his right knee following a recent scan and is facing a multi-week recovery timeline, Chris Fedor of The Cleveland Plain Dealer reports."
Cleveland Cavaliers,Donovan Mitchell,1628378,0.0,INJURED: Status: Day-To-Day. Feb 6: Mitchell (shoulder) has been listed as probable for Friday's game against the Wizards.
Cleveland Cavaliers,Georges Niang,1627777,0.0,"INJURED: Status: Day-To-Day. Feb 6: The Cavaliers traded Niang and Caris LeVert along with draft picks to the Hawks on Thursday in exchange for De'Andre Hunter, ESPN's Shams Charania reports."
Cleveland Cavaliers,Isaac Okoro,1630171,0.0,INJURED: Status: Out. Feb 6: Okoro (shoulder) is out for Friday's game against the Wizards.
Cleveland Cavaliers,Luke Travers,1631247,0.0,"INJURED: Status: Out. Dec 21: Travers signed a two-way contract with the Cavaliers on Wednesday, Adrian Wojnarowski of ESPN reports."
Cleveland Cavaliers,Sam Merrill,1630241,0.0,INJURED: Status: Out. Feb 6: Merrill (personal) is out for Friday's game against the Wizards.
Dallas Mavericks,Klay Thompson,202691,163.34,No adjustments
Dallas Mavericks,Kyrie Irving,202681,152.865,No adjustments
Dallas Mavericks,Daniel Gafford,1629655,133.947,Neutral: Not directly referenced in the title. (0)
Dallas Mavericks,Jazian Gortman,1641789,132.823,No adjustments
Dallas Mavericks,Max Christie,1631108,125.449,Neutral: Not directly referenced in the title. (0)
Dallas Mavericks,Naji Marshall,1630230,120.53,No adjustments
Dallas Mavericks,Jaden Hardy,1630702,120.191,Neutral: Not directly referenced in the title. (0)
Dallas Mavericks,Spencer Dinwiddie,203915,115.176,Neutral: Not directly referenced in the title. (0)
Dallas Mavericks,Danté Exum,203957,107.707,No adjustments
Dallas Mavericks,Brandon Williams,1630314,92.184,No adjustments
Dallas Mavericks,Olivier-Maxence Prosper,1641765,90.68,No adjustments
Dallas Mavericks,Kessler Edwards,1630556,89.074,Neutral: Not directly referenced in the title. (0)
Dallas Mavericks,Kylor Kelley,1630283,9.768,No adjustments
Dallas Mavericks,Anthony Davis,203076,0.0,"INJURED: Status: Out. Feb 6: Davis (Abdomen) is expected to make his Dallas debut Saturday against the Rockets, according to NBA reporter Marc Stein."
Dallas Mavericks,Caleb Martin,1628997,0.0,"INJURED: Status: Out. Feb 6: The Mavericks are optimistic that Martin (hip) will return to action in 2-3 weeks, Tim MacMahon of ESPN.com reports."
Dallas Mavericks,Dereck Lively II,1641726,0.0,INJURED: Status: Out. Jan 23: The Mavericks announced Wednesday that Lively will be re-evaluated in four weeks after being diagnosed with a right ankle stress fracture.
Dallas Mavericks,Dwight Powell,203939,0.0,INJURED: Status: Out. Feb 5: Powell (hip) has been ruled out for Thursday's game against the Celtics.
Dallas Mavericks,P.J. Washington,1629023,0.0,"INJURED: Status: Out. Feb 6: Mavericks head coach Jason Kidd said prior to Thursday's game against the Celtics that he plans to have Washington (personal) start on the wing once he returns to action, Grant Afseth of DallasHoopsJournal.com reports."
Denver Nuggets,Nikola Jokić,203999,225.964,No adjustments
Denver Nuggets,Aaron Gordon,203932,195.277,Neutral: Not directly referenced in the title. (0)
Denver Nuggets,Michael Porter Jr.,1629008,188.823,No adjustments
Denver Nuggets,Christian Braun,1631128,183.332,Neutral: Not directly referenced in the title. (0)
Denver Nuggets,Jalen Pickett,1629618,152.146,No adjustments
Denver Nuggets,PJ Hall,1641790,127.149,No adjustments
Denver Nuggets,Trey Alexander,1641725,117.244,No adjustments
Denver Nuggets,Julian Strawther,1631124,116.323,No adjustments
Denver Nuggets,DeAndre Jordan,201599,106.11,No adjustments
Denver Nuggets,Spencer Jones,1642461,106.07,No adjustments
Denver Nuggets,Vlatko Čančar,1628427,87.886,No adjustments
Denver Nuggets,Hunter Tyson,1641816,86.337,No adjustments
Denver Nuggets,Dario Šarić,203967,68.592,No adjustments
Denver Nuggets,Zeke Nnaji,1630192,47.599,No adjustments
Denver Nuggets,Jamal Murray,1627750,0.0,"INJURED: Status: Out. Feb 6: Murray (knee) has been ruled out for Thursday's game against the Magic, Brendan Vogt of TheDNVR.com reports."
Denver Nuggets,Peyton Watson,1631212,0.0,"INJURED: Status: Out. Feb 3: The Nuggets announced Monday that Watson will be re-evaluated in four weeks due to a right knee sprain he picked up against the 76ers on Jan. 31, Bennett Durando of The Denver Post reports."
Denver Nuggets,Russell Westbrook,201566,0.0,"INJURED: Status: Out. Feb 3: Head coach Mike Malone said Monday that Westbrook does not have a timeline to return from a left hamstring strain, Vinny Benedetto of The Denver Gazette reports."
Detroit Pistons,Alondes Williams,1631214,377.281,No adjustments
Detroit Pistons,Cole Swider,1631306,276.891,No adjustments
Detroit Pistons,Paul Reed,1630194,157.226,No adjustments
Detroit Pistons,Wendell Moore Jr.,1631111,141.241,No adjustments
Detroit Pistons,Marcus Sasser,1631204,115.765,No adjustments
Detroit Pistons,Ausar Thompson,1641709,115.259,No adjustments
Detroit Pistons,Tim Hardaway Jr.,203501,112.897,Neutral: Not directly referenced in the title. (0)
Detroit Pistons,Jalen Duren,1631105,111.212,Neutral: Not directly referenced in the title. (0)
Detroit Pistons,Isaiah Stewart,1630191,108.195,No adjustments
Detroit Pistons,Simone Fontecchio,1631323,105.994,Neutral: Not directly referenced in the title. (0)
Detroit Pistons,Ronald Holland II,1641842,102.641,No adjustments
Detroit Pistons,Dennis Schröder,203471,100.793,No adjustments
Detroit Pistons,Bobi Klintman,1641752,10.583,No adjustments
Detroit Pistons,Cade Cunningham,1630595,0.0,INJURED: Status: Day-To-Day. Feb 6: Cunningham is questionable for Friday's game against the 76ers with a right ankle sprain.
Detroit Pistons,Jaden Ivey,1631093,0.0,INJURED: Status: Out. Feb 6: The Pistons announced Thursday that Ivey (lower leg) has transitioned to a walking boot and has begun light weight-bearing activity. The 22-year-old guard's progress will be updated in another four weeks as he continues to progress in the rehabilitation process.
Detroit Pistons,Lindy Waters III,1630322,0.0,"INJURED: Status: Day-To-Day. Feb 6: The Warriors traded Waters to the Pistons on Wednesday as part of a trade that sent Jimmy Butler to Golden State and Andrew Wiggins to Miami, Shams Charania of ESPN reports."
Detroit Pistons,Malik Beasley,1627736,0.0,INJURED: Status: Day-To-Day. Feb 6: Beasley is listed as probable for Friday's game versus the 76ers due to a left shoulder strain.
Detroit Pistons,Tobias Harris,202699,0.0,INJURED: Status: Day-To-Day. Feb 6: Harris is probable for Friday's game versus the 76ers with a left calf contusion.
Detroit Pistons,Daniss Jenkins,1642450,-99.658,No adjustments
Golden State Warriors,Jackson Rowe,1642050,363.602,No adjustments
Golden State Warriors,Draymond Green,203110,155.922,Neutral: Not directly referenced in the title. (0)
Golden State Warriors,Stephen Curry,201939,154.937,Neutral: Mentioned in the title but not in a context that warrants a sentiment adjustment (0) | Neutral: Not directly referenced in the title. (0)
Golden State Warriors,Brandin Podziemski,1641764,152.061,No adjustments
Golden State Warriors,Kevon Looney,1626172,142.876,No adjustments
Golden State Warriors,Moses Moody,1630541,133.9,No adjustments
Golden State Warriors,Gary Payton II,1627780,130.543,No adjustments
Golden State Warriors,Buddy Hield,1627741,122.493,Neutral: Not directly referenced in the title. (0)
Golden State Warriors,Pat Spencer,1630311,111.095,No adjustments
Golden State Warriors,Trayce Jackson-Davis,1631218,109.511,No adjustments
Golden State Warriors,Quinten Post,1642366,98.265,No adjustments
Golden State Warriors,Gui Santos,1630611,0.0,INJURED: Status: Day-To-Day. Feb 6: Santos (knee) is questionable for Thursday's game against the Lakers.
Golden State Warriors,Jimmy Butler,202710,0.0,"INJURED: Status: Out. Feb 6: Butler (recently traded) is trending toward making his Warriors debut in Saturday's game against Chicago, Mike McGraw of the Chicago Daily Herald reports."
Golden State Warriors,Jonathan Kuminga,1630228,0.0,INJURED: Status: Out. Jan 27: The Warriors announced Monday that Kuminga (ankle) will be re-evaluated in two weeks.
Houston Rockets,Alperen Sengun,1630578,182.91,No adjustments
Houston Rockets,Nate Williams,1631466,167.755,No adjustments
Houston Rockets,Amen Thompson,1641708,167.588,No adjustments
Houston Rockets,Dillon Brooks,1628415,166.378,Neutral: Not directly referenced in the title. (0)
Houston Rockets,Tari Eason,1631106,164.595,Neutral: Not directly referenced in the title. (0)
Houston Rockets,Cam Whitmore,1641715,157.249,No adjustments
Houston Rockets,Aaron Holiday,1628988,152.615,No adjustments
Houston Rockets,Jalen Green,1630224,145.736,Neutral: Not directly referenced in the title. (0)
Houston Rockets,Jae'Sean Tate,1630256,145.402,No adjustments
Houston Rockets,Jaden Springer,1630531,130.715,No adjustments
Houston Rockets,Reed Sheppard,1642263,126.867,No adjustments
Houston Rockets,Jock Landale,1629111,109.196,No adjustments
Houston Rockets,Jack McVeigh,1629098,91.507,No adjustments
Houston Rockets,Jeff Green,201145,81.769,Neutral: Not directly referenced in the title. (0)
Houston Rockets,Fred VanVleet,1627832,0.0,"INJURED: Status: Out. Feb 3: Head coach Ime Udoka said Monday that VanVleet is considered week-to-week due to a right ankle sprain, Adam Spolane of Sports Radio 610 Houston reports."
Houston Rockets,Jabari Smith Jr.,1631095,0.0,"INJURED: Status: Out. Jan 18: Rockets head coach Ime Udoka said Saturday that Smith will not have surgery on his fractured left hand, Danielle Lerner of the Houston Chronicle reports."
Houston Rockets,Steven Adams,203500,0.0,"INJURED: Status: Out. Feb 6: Adams (ankle) has been ruled out for Thursday's game against the Timberwolves, Danielle Lerner of the Houston Chronicle reports."
Indiana Pacers,Aaron Nesmith,1630174,183.989,No adjustments
Indiana Pacers,Andrew Nembhard,1629614,171.01,No adjustments
Indiana Pacers,Pascal Siakam,1627783,162.979,No adjustments
Indiana Pacers,Thomas Bryant,1628418,156.704,Neutral: Not directly referenced in the title. (0)
Indiana Pacers,Tyrese Haliburton,1630169,145.452,Neutral: Not directly referenced in the title. (0)
Indiana Pacers,Myles Turner,1626167,142.129,No adjustments
Indiana Pacers,Bennedict Mathurin,1631097,140.842,No adjustments
Indiana Pacers,Ben Sheppard,1641767,128.824,No adjustments
Indiana Pacers,T.J. McConnell,204456,124.482,No adjustments
Indiana Pacers,RayJ Dennis,1642484,113.846,No adjustments
Indiana Pacers,Obi Toppin,1630167,113.315,No adjustments
Indiana Pacers,Quenton Jackson,1631245,103.37,No adjustments
Indiana Pacers,James Johnson,201949,100.67,No adjustments
Indiana Pacers,Johnny Furphy,1642277,98.389,No adjustments
Indiana Pacers,Jarace Walker,1641716,95.602,No adjustments
Indiana Pacers,Moses Brown,1629650,84.266,Neutral: Not directly referenced in the title. (0)
Indiana Pacers,Enrique Freeman,1642402,66.647,No adjustments
Indiana Pacers,Isaiah Jackson,1630543,0.0,"INJURED: Status: Out. Nov 2: Jackson suffered a torn Achilles during Friday's game against the Pelicans, Shams Charania of ESPN reports."
Indiana Pacers,James Wiseman,1630164,0.0,"INJURED: Status: Out. Feb 6: The Pacers traded Wiseman (Achilles) and cash to the Raptors on Thursday, ESPN's Shams Charania reports."
Los Angeles Clippers,Kawhi Leonard,202695,228.782,No adjustments
Los Angeles Clippers,Trentyn Flowers,1642280,215.361,No adjustments
Los Angeles Clippers,Norman Powell,1626181,174.33,No adjustments
Los Angeles Clippers,Ivica Zubac,1627826,172.172,No adjustments
Los Angeles Clippers,Derrick Jones Jr.,1627884,160.292,No adjustments
Los Angeles Clippers,James Harden,201935,148.813,Neutral: Not directly referenced in the title. (0)
Los Angeles Clippers,Cam Christie,1642353,142.495,No adjustments
Los Angeles Clippers,Kris Dunn,1627739,141.932,Neutral: Not directly referenced in the title. (0)
Los Angeles Clippers,Nicolas Batum,201587,126.776,Neutral: Not directly referenced in the title. (0)
Los Angeles Clippers,Amir Coffey,1629599,119.227,Neutral: Not directly referenced in the title. (0)
Los Angeles Clippers,Kevin Porter Jr.,1629645,111.039,No adjustments
Los Angeles Clippers,Patty Mills,201988,108.916,No adjustments
Los Angeles Clippers,Kai Jones,1630539,106.672,No adjustments
Los Angeles Clippers,Jordan Miller,1641757,105.555,No adjustments
Los Angeles Clippers,Kobe Brown,1641738,93.088,Neutral: Not directly referenced in the title. (0)
Los Angeles Clippers,Mo Bamba,1628964,91.401,Neutral: Not directly referenced in the title. (0)
Los Angeles Clippers,Drew Eubanks,1629234,79.669,Neutral: Not directly referenced in the title. (0)
Los Angeles Clippers,Bones Hyland,1630538,0.0,"INJURED: Status: Day-To-Day. Feb 6: The Clippers traded Hyland and Terance Mann to the Hawks on Thursday in exchange for Bogdan Bogdanovic, ESPN's Shams Charania reports."
Los Angeles Clippers,Terance Mann,1629611,0.0,"INJURED: Status: Day-To-Day. Feb 6: The Clippers traded Mann and Bones Hyland to the Hawks on Thursday in exchange for Bogdan Bogdanovic, ESPN's Shams Charania reports."
Los Angeles Lakers,Jarred Vanderbilt,1629020,267.857,No adjustments
Los Angeles Lakers,Luka Dončić,1629029,195.612,No adjustments
Los Angeles Lakers,Dorian Finney-Smith,1627827,167.73,Neutral: Not directly referenced in the title. (0)
Los Angeles Lakers,Austin Reaves,1630559,151.382,No adjustments
Los Angeles Lakers,Rui Hachimura,1629060,138.044,Neutral: Not directly referenced in the title. (0)
Los Angeles Lakers,Jaxson Hayes,1629637,136.023,Neutral: Not directly referenced in the title. (0)
Los Angeles Lakers,LeBron James,2544,131.616,Positive: LeBron James is a positive sentiment as he is a well-known and highly respected NBA player. (+20)
Los Angeles Lakers,Gabe Vincent,1629216,121.746,No adjustments
Los Angeles Lakers,Christian Koloko,1631132,113.14,No adjustments
Los Angeles Lakers,Trey Jemison III,1641998,111.399,No adjustments
Los Angeles Lakers,Shake Milton,1629003,99.189,No adjustments
Los Angeles Lakers,Cam Reddish,1629629,96.622,No adjustments
Los Angeles Lakers,Markieff Morris,202693,88.614,No adjustments
Los Angeles Lakers,Bronny James,1642355,57.451,No adjustments
Los Angeles Lakers,Dalton Knecht,1642261,0.0,"INJURED: Status: Day-To-Day. Feb 6: The Lakers traded Knecht and Cam Reddish (personal) to the Hornets on Wednesday as part of a deal that sent Mark Williams to the Lakers, Shams Charania of ESPN reports."
Los Angeles Lakers,Maxi Kleber,1628467,0.0,"INJURED: Status: Out. Feb 4: Kleber will have his surgically repaired right foot re-evaluated in eight weeks, Jovan Buha of The Athletic reports."
Los Angeles Lakers,Armel Traoré,1642422,-10.173,No adjustments
Los Angeles Lakers,Quincy Olivari,1642439,-123.396,No adjustments
Memphis Grizzlies,Vince Williams Jr.,1631246,244.993,No adjustments
Memphis Grizzlies,Jaren Jackson Jr.,1628991,201.938,No adjustments
Memphis Grizzlies,Ja Morant,1629630,198.975,No adjustments
Memphis Grizzlies,Luke Kennard,1628379,195.763,No adjustments
Memphis Grizzlies,Santi Aldama,1630583,192.212,Neutral: Not directly referenced in the title. (0)
Memphis Grizzlies,Zach Edey,1641744,190.93,No adjustments
Memphis Grizzlies,Brandon Clarke,1629634,183.759,Neutral: Not directly referenced in the title. (0)
Memphis Grizzlies,Jaylen Wells,1642377,172.941,No adjustments
Memphis Grizzlies,Scotty Pippen Jr.,1630590,141.596,No adjustments
Memphis Grizzlies,John Konchar,1629723,128.837,No adjustments
Memphis Grizzlies,Colin Castleton,1630658,126.566,Neutral: Not directly referenced in the title. (0)
Memphis Grizzlies,Jay Huff,1630643,122.985,No adjustments
Memphis Grizzlies,Yuki Kawamura,1642530,122.543,No adjustments
Memphis Grizzlies,GG Jackson,1641713,118.21,No adjustments
Memphis Grizzlies,Zyon Pullin,1642389,18.6,No adjustments
Memphis Grizzlies,Cam Spencer,1642285,0.0,INJURED: Status: Out. Jan 10: The Grizzlies announced Friday that Spencer (thumb) will be re-evaluated in three weeks.
