team,player,player_id,player_score,reason
Memphis Grizzlies,Desmond Bane,1630217,0.0,"INJURED: Status: Out. Feb 4: Grizzlies head coach Taylor Jenkins said prior to Monday's 128-109 win over the Spurs that Bane has been diagnosed with a left foot sprain following an MRI and will miss some time, Damichael Cole of The Memphis Commercial Appeal reports."
Memphis Grizzlies,Jake LaRavia,1631222,0.0,"INJURED: Status: Out. Feb 6: LaRavia was dealt Thursday from the Grizzlies to the Kings in the deal that also sent Marcus Smart to the Wizards, NBA reporter Chris Haynes reports."
Memphis Grizzlies,Marcus Smart,203935,0.0,"INJURED: Status: Day-To-Day. Feb 6: The Grizzlies traded Smart and a 2025 first-round pick to the Wizards on Thursday in exchange for two second-round picks, ESPN's Shams Charania reports."
Miami Heat,Alec Burks,202692,151.855,Neutral: Not directly referenced in the title. (0)
Miami Heat,Bam Adebayo,1628389,140.87,"Positive: Referred in the title, likely as a winner of the mega-deal (+15) | Neutral: Not directly referenced in the title. (0)"
Miami Heat,Duncan Robinson,1629130,138.575,No adjustments
Miami Heat,Pelle Larsson,1641796,137.835,No adjustments
Miami Heat,Kel'el Ware,1642276,130.626,No adjustments
Miami Heat,Tyler Herro,1629639,128.876,Neutral: Not directly referenced in the title. (0)
Miami Heat,Nikola Jović,1631107,124.716,No adjustments
Miami Heat,Keshad Johnson,1642352,115.241,No adjustments
Miami Heat,Terry Rozier,1626179,107.518,No adjustments
Miami Heat,Josh Christopher,1630528,90.32,Neutral: Not directly referenced in the title. (0)
Miami Heat,Jaime Jaquez Jr.,1631170,84.538,No adjustments
Miami Heat,Andrew Wiggins,203952,0.0,"INJURED: Status: Day-To-Day. Feb 6: Wiggins has been traded to the Heat in a deal involving Jimmy Butler being shipped to the Warriors, Shams Charania of ESPNreports."
Miami Heat,Davion Mitchell,1630558,0.0,"INJURED: Status: Day-To-Day. Feb 6: Toronto traded Mitchell to the Heat on Thursday in exchange for  P.J. Tucker, a second-round pick and cash considerations, ESPN's Shams Charania reports."
Miami Heat,Dru Smith,1630696,0.0,INJURED: Status: Out. Dec 27: The Heat announced Friday that Smith underwent successful surgery to repair a ruptured left Achilles tendon and will miss the remainder of the season.
Miami Heat,Haywood Highsmith,1629312,0.0,"INJURED: Status: Day-To-Day. Feb 6: Highsmith (Achilles) is probable to play in Friday's game against the Nets, Anthony Chiang of the Miami Herald reports."
Miami Heat,Kevin Love,201567,0.0,"INJURED: Status: Day-To-Day. Feb 6: Love (knee) is probable for Friday's game against the Nets, Anthony Chiang of the Miami Herald reports."
Miami Heat,Kyle Anderson,203937,0.0,"INJURED: Status: Day-To-Day. Feb 6: Anderson was traded to the Heat as part of a deal that sent Jimmy Butler to Golden State. He'll remain in MIami ""for now,"" Shams Charania of ESPN reports."
Milwaukee Bucks,AJ Green,1631260,146.802,Neutral: Not directly referenced in the title. (0)
Milwaukee Bucks,Ryan Rollins,1631157,144.631,No adjustments
Milwaukee Bucks,Bobby Portis,1626171,137.725,No adjustments
Milwaukee Bucks,Tyler Smith,1641890,131.576,No adjustments
Milwaukee Bucks,Gary Trent Jr.,1629018,129.97,No adjustments
Milwaukee Bucks,Delon Wright,1626153,122.687,No adjustments
Milwaukee Bucks,Pat Connaughton,1626192,120.251,Neutral: Not directly referenced in the title. (0)
Milwaukee Bucks,Taurean Prince,1627752,117.781,No adjustments
Milwaukee Bucks,Andre Jackson Jr.,1641748,116.667,No adjustments
Milwaukee Bucks,Stanley Umude,1630649,65.045,No adjustments
Milwaukee Bucks,Chris Livingston,1641753,60.082,No adjustments
Milwaukee Bucks,AJ Johnson,1642358,0.0,"INJURED: Status: Day-To-Day. Feb 6: Milwaukee traded Johnson to the Wizards on Wednesday, ESPN's Shams Charania reports."
Milwaukee Bucks,Brook Lopez,201572,0.0,INJURED: Status: Day-To-Day. Feb 6: Lopez is listed as probable for Friday's game versus the Hawks due to a left knee contusion.
Milwaukee Bucks,Damian Lillard,203081,0.0,INJURED: Status: Day-To-Day. Feb 6: Lillard is listed as probable for Friday's game versus the Hawks due to left groin soreness.
Milwaukee Bucks,Giannis Antetokounmpo,203507,0.0,INJURED: Status: Day-To-Day. Feb 6: Antetokounmpo (calf) is listed as questionable for Friday's game versus the Hawks.
Milwaukee Bucks,Khris Middleton,203114,0.0,"INJURED: Status: Day-To-Day. Feb 6: Washington acquired Middleton in a trade with the Bucks on Wednesday, giving up Kyle Kuzma, Patrick Baldwin and second-round picks in return, ESPN's Shams Charania reports."
Milwaukee Bucks,Liam Robbins,1641857,0.0,"INJURED: Status: Out. Jan 31: Robbins (ankle) is available for Tuesday's NBA Cup Championship game against the Thunder, Tim Bontemps of ESPN.com reports."
Milwaukee Bucks,MarJon Beauchamp,1630699,0.0,"INJURED: Status: Out. Feb 6: The Bucks traded Beauchamp to the Clippers in exchange for Kevin Porter, according to NBA reporter Chris Haynes."
Minnesota Timberwolves,Jaylen Clark,1641740,215.65,Neutral: Not directly referenced in the title. (0)
Minnesota Timberwolves,Daishen Nix,1630227,183.046,No adjustments
Minnesota Timberwolves,Anthony Edwards,1630162,156.429,Neutral: Not directly referenced in the title. (0)
Minnesota Timberwolves,Mike Conley,201144,153.477,Neutral: Not directly referenced in the title. (0)
Minnesota Timberwolves,Naz Reid,1629675,151.912,No adjustments
Minnesota Timberwolves,Rudy Gobert,203497,148.411,Neutral: Not directly referenced in the title. (0)
Minnesota Timberwolves,Nickeil Alexander-Walker,1629638,147.522,Negative: Stepped down from Team Canada (-10) | Neutral: Not directly referenced in the title. (0)
Minnesota Timberwolves,Terrence Shannon Jr.,1630545,134.945,No adjustments
Minnesota Timberwolves,Jaden McDaniels,1630183,134.74,No adjustments
Minnesota Timberwolves,Luka Garza,1630568,130.55,Neutral: Not directly referenced in the title. (0)
Minnesota Timberwolves,Rob Dillingham,1642265,127.962,No adjustments
Minnesota Timberwolves,Josh Minott,1631169,112.727,No adjustments
Minnesota Timberwolves,Joe Ingles,204060,100.254,No adjustments
Minnesota Timberwolves,PJ Dozier,1628408,94.994,No adjustments
Minnesota Timberwolves,Leonard Miller,1631159,66.014,No adjustments
Minnesota Timberwolves,Tristen Newton,1641803,57.772,No adjustments
Minnesota Timberwolves,Donte DiVincenzo,1628978,0.0,"INJURED: Status: Out. Jan 24: DiVincenzo will not undergo surgery on his turf toe injury and will miss at least three more weeks for the Timberwolves, NBA reporter Marc Stein reports."
Minnesota Timberwolves,Julius Randle,203944,0.0,INJURED: Status: Out. Feb 5: Minnesota announced Wednesday that Randle (groin) will be re-evaluated in two weeks after being diagnosed with a right adductor strain.
New Orleans Pelicans,Zion Williamson,1629627,122.459,No adjustments
New Orleans Pelicans,Daniel Theis,1628464,108.733,No adjustments
New Orleans Pelicans,Elfrid Payton,203901,105.434,No adjustments
New Orleans Pelicans,Brandon Boston,1630527,93.508,No adjustments
New Orleans Pelicans,Karlo Matković,1631255,93.369,No adjustments
New Orleans Pelicans,Antonio Reeves,1641810,87.148,No adjustments
New Orleans Pelicans,Jeremiah Robinson-Earl,1630526,83.64,No adjustments
New Orleans Pelicans,CJ McCollum,203468,79.387,No adjustments
New Orleans Pelicans,Jaylen Nowell,1629669,66.701,No adjustments
New Orleans Pelicans,Javonte Green,1629750,66.052,No adjustments
New Orleans Pelicans,Trey Murphy III,1630530,63.983,No adjustments
New Orleans Pelicans,Jamal Cain,1631288,57.737,Neutral: Not directly referenced in the title. (0)
New Orleans Pelicans,Yves Missi,1642274,56.179,No adjustments
New Orleans Pelicans,Brandon Ingram,1627742,0.0,"INJURED: Status: Out. Feb 5: The Pelicans traded Ingram (ankle) to the Raptors on Wednesday for Bruce Brown, Kelly Olynyk, a first-round pick and a second-round pick, Shams Charania of ESPN reports."
New Orleans Pelicans,Dejounte Murray,1627749,0.0,"INJURED: Status: Out. Jan 31: Shams Charania of ESPNMurray suffered a torn right Achilles tendon during Friday's game against the Celtics and will now miss the rest of the season, Shams Charania of ESPN.com reports."
New Orleans Pelicans,Herbert Jones,1630529,0.0,"INJURED: Status: Out. Feb 3: Jones (shoulder) was spotted getting up some shots at Monday's morning shootaround, Will Guillory of The Athletic reports."
New Orleans Pelicans,Jordan Hawkins,1641722,0.0,"INJURED: Status: Day-To-Day. Feb 5: Hawkins suffered an apparent ankle injury late in Wednesday's 144-119 loss to Denver. X-rays on Hawkins' ankle came back negative, Will Guillory of The Athletic reports."
New Orleans Pelicans,Jose Alvarado,1630631,0.0,INJURED: Status: Day-To-Day. Feb 6: Alvarado (illness) has been ruled out for Wednesday's game against the Nuggets.
New Orleans Pelicans,Keion Brooks Jr.,1631232,-129.303,No adjustments
New York Knicks,Karl-Anthony Towns,1626157,204.385,No adjustments
New York Knicks,Mikal Bridges,1628969,196.6,Neutral: Not directly referenced in the title. (0)
New York Knicks,Cameron Payne,1626166,184.229,No adjustments
New York Knicks,Miles McBride,1630540,183.817,No adjustments
New York Knicks,Josh Hart,1628404,177.878,Neutral: Not directly referenced in the title. (0)
New York Knicks,Jalen Brunson,1628973,176.394,Neutral: Not directly referenced in the title. (0)
New York Knicks,Precious Achiuwa,1630173,150.615,Neutral: Not directly referenced in the title. (0)
New York Knicks,Landry Shamet,1629013,148.3,No adjustments
New York Knicks,Pacôme Dadiet,1642359,106.345,No adjustments
New York Knicks,Tyler Kolek,1642278,104.203,No adjustments
New York Knicks,Ariel Hukporti,1630574,69.433,No adjustments
New York Knicks,Jacob Toppin,1631210,51.201,No adjustments
New York Knicks,Matt Ryan,1630346,37.44,No adjustments
New York Knicks,Jericho Sims,1630579,0.0,"INJURED: Status: Day-To-Day. Feb 6: The Knicks traded Sims to the Bucks as part of a trade that sent Khris Middleton to Washington and Kyle Kuzma to Milwaukee, Shams Charania of ESPN reports."
New York Knicks,OG Anunoby,1628384,0.0,INJURED: Status: Day-To-Day. Feb 4: Anunoby (foot) will not play Tuesday against the Raptors.
Oklahoma City Thunder,Alex Reese,1642024,267.655,No adjustments
Oklahoma City Thunder,Shai Gilgeous-Alexander,1628983,263.682,Neutral: Not directly referenced in the title. (0)
Oklahoma City Thunder,Isaiah Hartenstein,1628392,230.052,Neutral: Not directly referenced in the title. (0)
Oklahoma City Thunder,Chet Holmgren,1631096,229.698,"Positive: Chet Holmgren is returning to play, which is a positive development for his team. (+20)"
Oklahoma City Thunder,Isaiah Joe,1630198,222.969,No adjustments
Oklahoma City Thunder,Luguentz Dort,1629652,217.023,Neutral: Not directly referenced in the title. (0)
Oklahoma City Thunder,Aaron Wiggins,1630598,208.745,No adjustments
Oklahoma City Thunder,Alex Caruso,1627936,205.405,Neutral: Not directly referenced in the title. (0)
Oklahoma City Thunder,Kenrich Williams,1629026,200.422,No adjustments
Oklahoma City Thunder,Jalen Williams,1631114,196.212,No adjustments
Oklahoma City Thunder,Branden Carlson,1642382,192.777,No adjustments
Oklahoma City Thunder,Jaylin Williams,1631119,177.714,No adjustments
Oklahoma City Thunder,Dillon Jones,1641794,114.764,No adjustments
Oklahoma City Thunder,Adam Flagler,1641745,74.751,No adjustments
Oklahoma City Thunder,Alex Ducas,1642505,53.935,No adjustments
Oklahoma City Thunder,Ajay Mitchell,1642349,0.0,"INJURED: Status: Out. Feb 6: Mitchell was converted from a two-way deal Thursday to a two-year contract with the Thunder, Shams Charania of ESPN reports."
Oklahoma City Thunder,Cason Wallace,1641717,0.0,INJURED: Status: Out. Feb 6: Wallace (shoulder) is out for Friday's game versus the Raptors.
Oklahoma City Thunder,Ousmane Dieng,1631172,0.0,"INJURED: Status: Out. Feb 6: Dieng (calf) is out for Friday's game against the Raptors, Clemente Almanza of USA Today reports."
Oklahoma City Thunder,Malevy Leons,1642502,-30.453,No adjustments
Orlando Magic,Franz Wagner,1630532,177.484,No adjustments
Orlando Magic,Goga Bitadze,1629048,153.4,Neutral: Not directly referenced in the title. (0)
Orlando Magic,Cole Anthony,1630175,130.805,Neutral: Not directly referenced in the title. (0)
Orlando Magic,Kentavious Caldwell-Pope,203484,128.084,Neutral: Not directly referenced in the title. (0)
Orlando Magic,Wendell Carter Jr.,1628976,123.157,Neutral: Not directly referenced in the title. (0)
Orlando Magic,Tristan da Silva,1641783,121.647,No adjustments
Orlando Magic,Anthony Black,1641710,107.83,Neutral: Not directly referenced in the title. (0)
Orlando Magic,Jonathan Isaac,1628371,105.772,No adjustments
Orlando Magic,Cory Joseph,202709,97.852,No adjustments
Orlando Magic,Jett Howard,1641724,97.082,No adjustments
Orlando Magic,Paolo Banchero,1631094,95.075,Neutral: Not directly referenced in the title. (0)
Orlando Magic,Caleb Houstan,1631216,77.296,No adjustments
Orlando Magic,Trevelin Queen,1630243,72.021,No adjustments
Orlando Magic,Gary Harris,203914,0.0,"INJURED: Status: Out. Feb 6: Harris (hamstring) has been ruled out for Thursday's game against Denver, Jason Beede of the Orlando Sentinel reports."
Orlando Magic,Jalen Suggs,1630591,0.0,"INJURED: Status: Out. Feb 6: Suggs (quadriceps) has been ruled out for Thursday's game against the Nuggets, Jason Beede of the Orlando Sentinelreports."
Orlando Magic,Mac McClung,1630644,0.0,"INJURED: Status: Out. Feb 6: The Magic signed McClung to a two-way contract Saturday, Shams Charania of ESPN reports."
Orlando Magic,Moritz Wagner,1629021,0.0,INJURED: Status: Out. Jan 9: The Magic announced that Wagner underwent successful surgery to repair a torn ACL in his left knee Wednesday and will miss the remainder of the 2024-25 season.
Philadelphia 76ers,Joel Embiid,203954,118.593,Neutral: Not directly referenced in the title. (0)
Philadelphia 76ers,Tyrese Maxey,1630178,117.08,No adjustments
Philadelphia 76ers,Reggie Jackson,202704,114.611,No adjustments
Philadelphia 76ers,Adem Bona,1641737,109.302,No adjustments
Philadelphia 76ers,Paul George,202331,108.84,Neutral: Not directly referenced in the title. (0)
Philadelphia 76ers,Justin Edwards,1642348,108.057,No adjustments
Philadelphia 76ers,Jared Butler,1630215,107.328,Neutral: Not directly referenced in the title. (0)
Philadelphia 76ers,Eric Gordon,201569,105.314,Neutral: Not directly referenced in the title. (0)
Philadelphia 76ers,Ricky Council IV,1641741,99.895,Neutral: Not directly referenced in the title. (0)
Philadelphia 76ers,Kyle Lowry,200768,99.737,No adjustments
Philadelphia 76ers,Kelly Oubre Jr.,1626162,96.828,No adjustments
Philadelphia 76ers,Lester Quinones,1631311,93.141,No adjustments
Philadelphia 76ers,Pete Nance,1631250,91.292,No adjustments
Philadelphia 76ers,Jeff Dowtin Jr.,1630288,48.574,No adjustments
Philadelphia 76ers,Andre Drummond,203083,0.0,"INJURED: Status: Out. Feb 5: Drummond (toe) has been ruled out for Wednesday's game against the Heat, Kyle Neubeck of AllPHLY.com reports."
Philadelphia 76ers,Guerschon Yabusele,1627824,0.0,INJURED: Status: Day-To-Day. Feb 6: Yabusele (knee) is questionable for Friday's game against the Pistons.
Philadelphia 76ers,Jared McCain,1642272,0.0,"INJURED: Status: Out. Jan 9: McCain was reviewed Thursday by the surgeon who performed surgery on his left knee and is progressing well. The 76ers officially ruled out for the rest of the season, Kyle Neubeck of AllPHLY.com reports."
Philadelphia 76ers,Quentin Grimes,1629656,0.0,"INJURED: Status: Day-To-Day. Feb 6: Grimes (recently traded) is expected to play Friday against Detroit, Adam Aaronson of PhillyVoice.com reports."
Phoenix Suns,Monté Morris,1628420,144.263,No adjustments
Phoenix Suns,Mason Plumlee,203486,139.925,No adjustments
Phoenix Suns,TyTy Washington Jr.,1631102,132.128,No adjustments
Phoenix Suns,Grayson Allen,1628960,131.306,Neutral: Not directly referenced in the title. (0)
Phoenix Suns,Royce O'Neale,1626220,125.165,No adjustments
Phoenix Suns,Oso Ighodaro,1642345,123.886,No adjustments
Phoenix Suns,Devin Booker,1626164,121.273,Neutral: Not directly referenced in the title. (0)
Phoenix Suns,Bol Bol,1629626,117.892,Neutral: Not directly referenced in the title. (0)
Phoenix Suns,Damion Lee,1627814,115.855,No adjustments
Phoenix Suns,Tyus Jones,1626145,107.557,No adjustments
Phoenix Suns,Jalen Bridges,1641779,107.166,No adjustments
Phoenix Suns,Jusuf Nurkić,203994,93.511,No adjustments
Phoenix Suns,Nick Richards,1630208,88.958,No adjustments
Phoenix Suns,Collin Gillespie,1631221,81.611,Neutral: Not directly referenced in the title. (0)
Phoenix Suns,Bradley Beal,203078,0.0,INJURED: Status: Day-To-Day. Feb 6: Beal (toe) is questionable to play Friday against the Jazz.
Phoenix Suns,Kevin Durant,201142,0.0,INJURED: Status: Day-To-Day. Feb 6: Durant (ankle) has been listed as questionable for Friday's game against the Jazz.
Phoenix Suns,Ryan Dunn,1642346,0.0,INJURED: Status: Day-To-Day. Feb 6: Dunn (ankle) is probable for Saturday's game against the Jazz.
Portland Trail Blazers,Bryce McGowens,1631121,135.114,No adjustments
Portland Trail Blazers,Dalano Banton,1630625,125.604,Neutral: Not directly referenced in the title. (0)
Portland Trail Blazers,Donovan Clingan,1642270,110.496,No adjustments
Portland Trail Blazers,Jabari Walker,1631133,106.236,No adjustments
Portland Trail Blazers,Scoot Henderson,1630703,106.213,Neutral: Not directly referenced in the title. (0)
Portland Trail Blazers,Deni Avdija,1630166,100.598,Neutral: Not directly referenced in the title. (0)
Portland Trail Blazers,Toumani Camara,1641739,99.766,Neutral: Not directly referenced in the title. (0)
Portland Trail Blazers,Robert Williams III,1629057,98.58,No adjustments
Portland Trail Blazers,Kris Murray,1631200,96.772,No adjustments
Portland Trail Blazers,Deandre Ayton,1629028,89.836,Neutral: Not directly referenced in the title. (0)
Portland Trail Blazers,Shaedon Sharpe,1631101,81.426,No adjustments
Portland Trail Blazers,Rayan Rupert,1641712,78.877,No adjustments
Portland Trail Blazers,Anfernee Simons,1629014,78.845,No adjustments
Portland Trail Blazers,Jerami Grant,203924,76.962,Neutral: Not directly referenced in the title. (0)
Portland Trail Blazers,Duop Reath,1641871,69.642,No adjustments
Portland Trail Blazers,Justin Minaya,1631303,32.307,No adjustments
Portland Trail Blazers,Tazé Moore,1631386,2.572,No adjustments
Sacramento Kings,Isaiah Crawford,1642384,234.368,No adjustments
Sacramento Kings,Domantas Sabonis,1627734,164.729,No adjustments
Sacramento Kings,Mason Jones,1630222,160.391,No adjustments
Sacramento Kings,Keon Ellis,1631165,159.568,Neutral: Not directly referenced in the title. (0)
Sacramento Kings,Malik Monk,1628370,157.086,No adjustments
Sacramento Kings,DeMar DeRozan,201942,145.929,Neutral: Not directly referenced in the title. (0)
Sacramento Kings,Keegan Murray,1631099,138.29,No adjustments
Sacramento Kings,Doug McDermott,203926,134.906,No adjustments
Sacramento Kings,Colby Jones,1641732,128.669,No adjustments
Sacramento Kings,Trey Lyles,1626168,125.174,No adjustments
Sacramento Kings,Zach LaVine,203897,124.261,No adjustments
Sacramento Kings,Devin Carter,1642269,122.58,No adjustments
Sacramento Kings,Jae Crowder,203109,98.584,Neutral: Not directly referenced in the title. (0)
Sacramento Kings,Isaac Jones,1642403,91.476,No adjustments
Sacramento Kings,Alex Len,203458,68.335,No adjustments
Sacramento Kings,Jonas Valančiūnas,202685,45.441,No adjustments
San Antonio Spurs,Victor Wembanyama,1641705,161.693,No adjustments
San Antonio Spurs,Chris Paul,101108,158.629,No adjustments
San Antonio Spurs,Harrison Barnes,203084,138.707,Neutral: Not directly referenced in the title. (0)
San Antonio Spurs,Blake Wesley,1631104,137.911,No adjustments
San Antonio Spurs,Harrison Ingram,1631127,137.049,No adjustments
San Antonio Spurs,Julian Champagnie,1630577,135.861,Neutral: Not directly referenced in the title. (0)
San Antonio Spurs,De'Aaron Fox,1628368,134.873,Neutral: Not directly referenced in the title. (0) | Neutral: The title 'De'Aaron Fox's Cryptic Post' does not provide enough context to determine a sentiment adjustment. (0)
San Antonio Spurs,Sandro Mamukelashvili,1630572,131.627,No adjustments
San Antonio Spurs,Jordan McLaughlin,1629162,131.317,No adjustments
San Antonio Spurs,Jeremy Sochan,1631110,128.798,No adjustments
San Antonio Spurs,Stephon Castle,1642264,126.29,No adjustments
San Antonio Spurs,David Duke Jr.,1630561,123.138,No adjustments
San Antonio Spurs,Sidy Cissoko,1631321,111.002,Neutral: Not directly referenced in the title. (0)
San Antonio Spurs,Keldon Johnson,1629640,89.389,No adjustments
San Antonio Spurs,Devin Vassell,1630170,77.859,No adjustments
San Antonio Spurs,Malaki Branham,1631103,72.428,Neutral: Not directly referenced in the title. (0)
San Antonio Spurs,Charles Bassey,1629646,0.0,INJURED: Status: Out. Feb 6: Bassey (knee) will not play in Friday's game against Charlotte.
San Antonio Spurs,Riley Minix,1642434,0.0,"INJURED: Status: Out. Jan 15: Minix will miss the remainder of the season with a torn labrum in his left shoulder, Michael C. Wright of ESPN.com reports."
Toronto Raptors,D.J. Carton,1630618,174.475,No adjustments
Toronto Raptors,Chris Boucher,1628449,131.516,Neutral: Not directly referenced in the title. (0)
Toronto Raptors,Garrett Temple,202066,113.193,No adjustments
Toronto Raptors,Gradey Dick,1641711,108.042,Neutral: Not directly referenced in the title. (0)
Toronto Raptors,Bruno Fernando,1628981,105.198,Neutral: Not directly referenced in the title. (0)
Toronto Raptors,Orlando Robinson,1631115,104.26,No adjustments
Toronto Raptors,Scottie Barnes,1630567,101.495,Neutral: Not directly referenced in the title. (0)
Toronto Raptors,Ja'Kobe Walter,1642266,95.99,No adjustments
Toronto Raptors,Ochai Agbaji,1630534,90.881,Neutral: Not directly referenced in the title. (0)
Toronto Raptors,Jamal Shead,1642347,84.066,No adjustments
Toronto Raptors,Jonathan Mogbo,1642367,83.401,No adjustments
Toronto Raptors,Jamison Battle,1642419,81.943,No adjustments
Toronto Raptors,Immanuel Quickley,1630193,63.738,No adjustments
Toronto Raptors,Ulrich Chomche,1642279,20.767,No adjustments
Toronto Raptors,A.J. Lawson,1630639,12.334,No adjustments
Toronto Raptors,Bruce Brown,1628971,0.0,"INJURED: Status: Day-To-Day. Feb 6: The Raptors traded Brown to the Pelicans on Wednesday as part of a deal centered around Brandon Ingram, Shams Charania of ESPN reports."
Toronto Raptors,Jakob Poeltl,1627751,0.0,"INJURED: Status: Out. Feb 6: Poeltl (hip) will not play Friday against the Thunder, Blake Murphy of Sportsnet.ca reports."
Toronto Raptors,Kelly Olynyk,203482,0.0,"INJURED: Status: Day-To-Day. Feb 6: The Raptors traded Olynyk to the Pelicans on Wednesday in a deal centered around Brandon Ingram, Shams Charania of ESPN reports."
Toronto Raptors,RJ Barrett,1629628,0.0,"INJURED: Status: Out. Feb 6: Barrett (concussion) won't play in Friday's game versus the Thunder, Josh Lewenberg of TSN.ca reports."
Utah Jazz,Jalen Hood-Schifino,1641720,181.42,No adjustments
Utah Jazz,Oscar Tshiebwe,1631131,180.658,No adjustments
Utah Jazz,Elijah Harkless,1641989,167.399,No adjustments
Utah Jazz,KJ Martin,1630231,137.071,No adjustments
Utah Jazz,John Collins,1628381,122.07,Neutral: Not directly referenced in the title. (0)
Utah Jazz,Svi Mykhailiuk,1629004,120.264,No adjustments
Utah Jazz,Micah Potter,1630695,93.48,No adjustments
Utah Jazz,Isaiah Collier,1642268,90.936,No adjustments
Utah Jazz,Walker Kessler,1631117,85.644,No adjustments
Utah Jazz,Lauri Markkanen,1628374,85.383,No adjustments
Utah Jazz,Johnny Juzang,1630548,82.686,No adjustments
Utah Jazz,Kyle Filipowski,1642271,79.747,No adjustments
Utah Jazz,Josh Richardson,1626196,67.162,No adjustments
Utah Jazz,Brice Sensabaugh,1641729,60.585,No adjustments
Utah Jazz,Keyonte George,1641718,59.648,Neutral: Not directly referenced in the title. (0)
Utah Jazz,Cody Williams,1642262,0.0,INJURED: Status: Out. Feb 6: Williams (ankle) is questionable for Friday's game against the Suns.
Utah Jazz,Collin Sexton,1629012,0.0,"INJURED: Status: Out. Feb 4: The Jazz announced Tuesday that Sexton suffered a left ankle sprain during the first quarter of Monday's game versus the Pacers, and while X-rays were negative, he will be re-evaluated in one week."
Utah Jazz,Jordan Clarkson,203903,0.0,INJURED: Status: Out. Feb 6: Clarkson (foot) has been ruled out for Friday's contest against Phoenix.
Utah Jazz,Taylor Hendricks,1641707,0.0,"INJURED: Status: Out. Nov 6: Hendricks underwent surgery on his broken right leg and dislocated ankle Wednesday, Andy Larsen of The Salt Lake Tribune reports."
Washington Wizards,Richaun Holmes,1626158,171.102,No adjustments
Washington Wizards,Anthony Gill,1630264,102.123,Neutral: Not directly referenced in the title. (0)
Washington Wizards,Tristan Vukcevic,1641774,87.308,No adjustments
Washington Wizards,Justin Champagnie,1630551,85.568,No adjustments
Washington Wizards,Corey Kispert,1630557,67.785,No adjustments
Washington Wizards,Kyshawn George,1642273,58.548,No adjustments
Washington Wizards,Jordan Poole,1629673,26.85,No adjustments
Washington Wizards,Bub Carrington,1642267,7.928,No adjustments
Washington Wizards,Bilal Coulibaly,1641731,7.906,Neutral: Not directly referenced in the title. (0)
Washington Wizards,Alex Sarr,1642259,0.0,INJURED: Status: Out. Feb 6: Sarr (ankle) has been ruled out for Friday's game against the Cavaliers.
Washington Wizards,Johnny Davis,1631098,0.0,"INJURED: Status: Day-To-Day. Feb 6: The Wizards traded Davis and Marvin Bagley to the Grizzlies in a multi-team deal that sent Marcus Smart to Washington, Shams Charania of ESPN reports."
Washington Wizards,Kyle Kuzma,1628398,0.0,"INJURED: Status: Day-To-Day. Feb 6: Kuzma was traded to the Bucks on Wednesday, ESPN's Shams Charania reports."
Washington Wizards,Malcolm Brogdon,1627763,0.0,INJURED: Status: Out. Feb 6: Brogdon (foot) is out for Friday's game against the Cavaliers.
Washington Wizards,Marvin Bagley III,1628963,0.0,"INJURED: Status: Out. Feb 6: The Wizards traded Bagley (knee) to the Grizzlies on Thursday as part of the Marcus Smart trade, ESPN's Shams Charania reports."
Washington Wizards,Patrick Baldwin Jr.,1631116,0.0,"INJURED: Status: Day-To-Day. Feb 6: The Bucks traded Baldwin to the Spurs on Thursday, ESPN's Shams Charania reports."
